user_id,latitude,longitude,degree,clustering_coefficient,gender,twitter_friend_count,twitter_follower_count,population_density
161852,41.464905,-81.517117,0,0.0,male,179,227,884.9031
208178,43.035181,-87.908094,0,0.0,male,211,178,2019.6492
55782,39.201514,-84.377586,0,0.0,female,201,518,742.2267
186580,39.201514,-84.377586,0,0.0,male,186,51,742.2267
89547,32.801876,-80.031967,0,0.0,male,994,1278,487.18085
14625,32.801876,-80.031967,0,0.0,male,260,1155,487.18085
5682,36.157004,-115.232199,0,0.0,male,1265,1483,2585.0613
63764,53.869498,-1.659075,2,1.0,female,640,859,1616.1771
216719,34.406502,-119.698427,0,0.0,male,38,20,506.14624
95654,3.536509,-76.387725,0,0.0,female,209,154,303.8088
441,32.782259,-79.945246,0,0.0,male,774,2575,384.3218
157951,40.740205,-73.613393,0,0.0,female,117,159,2908.0347
6266,52.499331,13.44566,0,0.0,male,341,573,1680.7681
47799,42.914537,-85.582799,0,0.0,female,77,103,714.5728
152,38.804276,-77.040341,0,0.0,male,382,341,2521.1626
238523,56.948264,24.112873,0,0.0,male,775,697,1199.5858
91173,36.120925,-115.176373,0,0.0,male,337,127,2585.0613
133696,-31.944552,115.830113,0,0.0,male,326,291,1166.774
28686,40.652751,-111.943325,0,0.0,male,389,175,1384.3901
4377,40.726647,-74.001153,4,0.1666666666666666,male,402,405,4588.8335
198736,40.059115,-76.319574,0,0.0,male,441,145,476.55643
104228,-33.751272,151.143646,0,0.0,male,203,219,3113.677
138729,44.971034,-93.16179,0,0.0,male,45,97,1244.0652
113484,28.473558,-81.467185,0,0.0,female,88,1311,983.87585
214304,41.61987,-80.167837,0,0.0,male,50,29,64.71863
175127,38.91575,-77.237972,0,0.0,male,296,1092,2521.1626
150370,48.149012,11.579561,0,0.0,female,1012,419,2465.8276
216866,-26.09414,27.98324,0,0.0,male,149,151,3463.587
188860,45.4228,9.064978,49,0.1301020408163265,male,247,400,2508.649
123262,58.416145,15.625906,0,0.0,male,754,342,342.26105
124206,50.7345,-1.213818,0,0.0,female,153,119,559.48615
120991,30.269625,-81.388833,0,0.0,female,623,373,699.8426
79528,41.308864,-72.931312,0,0.0,male,510,151,761.819
256789,55.861164,-4.250207,0,0.0,male,125,83,1605.1115
30730,30.395309,-97.850836,73,0.1225266362252663,male,396,709,635.2614
111955,35.659755,139.699552,5,0.1,male,86,123,13266.6455
183958,42.349815,-122.893378,0,0.0,male,190,68,277.18893
100301,19.05508,72.840632,5,0.3,male,503,340,27004.824
50153,3.158642,101.700075,0,0.0,female,168,618,5867.1084
88287,40.737606,-74.181304,0,0.0,female,603,288,4588.8335
231707,33.460312,-86.752392,0,0.0,male,548,427,538.1384
252722,51.478917,-3.172978,0,0.0,male,280,184,2620.5684
107654,-19.970687,-43.963745,0,0.0,male,499,89,3567.6638
33581,45.442799,9.164074,0,0.0,male,22,31,2508.649
163478,-23.612913,-46.703053,0,0.0,female,366,344,11146.972
242976,53.797292,-1.426227,0,0.0,male,461,143,443.61716
38433,52.069799,4.321833,35,0.146218487394958,male,827,835,2902.4512
258562,41.894453,-87.634132,0,0.0,female,111,153,5619.094
55560,30.48,-84.235168,0,0.0,female,329,89,117.880714
22806,59.411572,5.271841,0,0.0,male,2688,2487,164.5703
29523,40.461936,-3.691294,0,0.0,male,139,125,4269.912
215932,40.763479,-73.975538,0,0.0,male,228,1773,8311.107
62680,42.029239,-88.283653,0,0.0,female,270,130,670.3655
21034,29.923836,-95.601622,0,0.0,male,26,9,1420.2194
145622,53.201058,5.793615,0,0.0,male,110,65,377.7081
181728,52.086246,5.121999,0,0.0,female,367,111,1519.8365
190796,40.752495,-73.986231,0,0.0,male,488,238,8311.107
137662,40.752495,-73.986231,0,0.0,female,344,561,8311.107
57996,41.315854,-72.923849,0,0.0,male,1604,399,761.819
62484,43.081274,-77.495091,0,0.0,male,1361,2594,273.2614
156219,31.937159,-102.207592,0,0.0,male,503,701,87.379265
22757,49.881372,-119.447813,0,0.0,male,60,69,295.65744
234773,33.645215,-111.91931,0,0.0,male,51,48,544.60333
174821,51.242978,-0.589528,0,0.0,male,2617,4071,321.5923
88592,39.522879,-119.779987,0,0.0,male,2540,6503,457.22205
54603,40.13536,-74.979789,0,0.0,female,20,16,1039.6232
168032,30.252941,-81.525126,0,0.0,female,318,500,815.3407
221597,33.502516,-86.789894,0,0.0,male,78,319,226.35442
224136,35.907127,-78.798537,0,0.0,female,241,540,656.3556
145485,51.903163,-2.076287,0,0.0,female,1279,1586,626.2437
86841,39.900932,-105.037611,0,0.0,male,237,79,1002.256
240899,33.236333,-87.570209,0,0.0,male,554,322,201.88464
224862,34.001216,-81.035022,0,0.0,male,796,477,354.0072
29482,39.124367,-84.49158,0,0.0,male,441,582,742.2267
225622,40.010651,-83.01029,2,0.0,female,13,7,693.71857
4885,40.722445,-73.848982,0,0.0,male,1997,268,11586.367
28032,3.073222,101.60984,12,0.106060606060606,male,555,667,5867.1084
142241,49.875336,-97.258942,0,0.0,female,220,94,163.40854
252696,52.116979,-106.657031,0,0.0,male,244,177,575.86536
212766,-28.036456,153.42948,0,0.0,male,571,1165,408.4636
75910,55.972165,37.414284,0,0.0,male,102,163,4373.543
151508,41.287522,-73.081077,0,0.0,female,451,144,387.57727
37957,47.494803,8.71837,0,0.0,male,360,365,1730.8815
9810,32.940446,-96.739576,0,0.0,male,914,1277,1441.3527
149510,48.308717,11.714129,0,0.0,male,51,23,308.5154
159173,41.029746,28.975029,0,0.0,male,142,16,12439.163
198598,13.777443,100.476065,0,0.0,female,293,313,3184.0852
162357,48.137278,11.576437,6,0.2666666666666666,male,281,566,2465.8276
86458,-15.869946,-47.921215,0,0.0,female,188,147,1160.6403
40039,44.642427,-63.579267,0,0.0,male,102,48,588.4493
239093,29.500915,-95.113935,0,0.0,male,226,633,1080.4432
188588,31.204589,121.284131,0,0.0,male,144,97,14433.071
75660,-25.453767,-49.272353,0,0.0,male,271,207,1508.6974
52511,47.928752,-97.028192,3,0.0,male,20,9,125.352425
89390,33.983178,-81.095791,0,0.0,female,56,56,267.3528
186567,42.349129,-71.100854,0,0.0,male,1130,28810,3079.9568
213163,55.680156,12.582083,0,0.0,male,58,21,4765.8877
16347,55.859757,-4.255277,0,0.0,female,259,230,1605.1115
216369,40.726478,-73.423133,0,0.0,male,2716,2640,1754.3906
60461,-23.556572,-46.658625,0,0.0,male,371,129,11146.972
46774,37.686423,-97.327299,21,0.0523809523809523,male,84,63,647.5362
38264,43.653361,-79.380628,0,0.0,male,216,238,6013.113
248244,40.809367,-77.866995,0,0.0,male,704,1018,208.77118
56935,18.464553,-66.113412,0,0.0,male,136,213,1614.4441
38864,35.623117,-97.482843,0,0.0,female,206,111,190.78467
20638,37.276409,-76.739899,0,0.0,male,1787,683,139.78937
48294,36.999172,-122.060777,0,0.0,male,123,128,884.03766
147860,45.394532,-122.750523,0,0.0,male,94,34,670.90344
5012,33.997386,-81.031569,0,0.0,male,669,736,267.3528
73799,32.784573,-79.935581,0,0.0,female,742,802,384.3218
79549,20.650656,-103.40169,17,0.1176470588235294,female,230,204,6309.546
52432,44.634002,-63.591313,0,0.0,male,402,113,588.4493
118982,33.913306,-84.207062,0,0.0,male,70,58,1255.2944
21577,30.370735,-97.756276,0,0.0,male,586,697,635.2614
103087,30.370735,-97.756276,0,0.0,male,131,91,635.2614
231328,19.361402,-99.274532,0,0.0,male,744,120,2050.2327
64917,45.526114,-122.679486,0,0.0,male,1291,717,1558.5273
162471,53.261812,-2.78033,0,0.0,male,773,840,2240.8967
1789,50.953344,-1.40213,0,0.0,male,114,96,1396.3175
6892,42.541445,-83.151612,0,0.0,male,185,221,973.1342
71031,38.578988,-92.178466,0,0.0,male,300,505,107.310585
27390,35.691273,140.020282,21,0.1142857142857142,male,124,211,3344.0635
83254,-23.556615,-46.687434,0,0.0,male,149,297,11146.972
281,34.017057,-80.964509,0,0.0,male,1593,1432,331.5041
165167,39.688581,-84.162316,0,0.0,female,126,116,526.2435
198279,37.789409,-122.403695,0,0.0,male,136,90,3406.0361
13890,36.156415,-95.98742,0,0.0,male,1640,438,798.00714
58864,25.686413,-80.364987,0,0.0,female,615,785,1480.134
129745,37.743096,-97.261105,0,0.0,male,1446,319,647.5362
181426,-37.830428,144.995462,0,0.0,male,80,62,2101.227
34928,41.383571,-82.642937,0,0.0,male,658,778,149.48201
59340,41.383571,-82.642937,0,0.0,female,582,609,149.48201
4747,1.300942,103.835886,0,0.0,female,354,550,7380.025
78037,41.722067,-86.1709,3,0.3333333333333333,male,443,596,331.48624
30644,40.720822,-74.000389,0,0.0,male,208,123,4588.8335
34669,-37.817904,144.964793,0,0.0,male,62,97,2101.227
172148,34.016598,-118.497205,0,0.0,male,263,188,3767.413
256978,25.051095,55.268655,0,0.0,female,25,12,889.9087
62744,-37.898732,145.313931,0,0.0,female,308,1082,520.7367
172281,22.284681,114.158177,0,0.0,male,96,64,11155.6455
59527,35.630229,139.791367,0,0.0,male,216,188,12806.136
123221,35.630229,139.791367,0,0.0,female,340,178,12806.136
52368,50.853507,4.401655,0,0.0,female,145,51,3194.3987
174775,53.378209,-1.461868,0,0.0,male,313,203,1675.0671
1857,53.378209,-1.461868,0,0.0,male,313,303,1675.0671
158463,53.378209,-1.461868,0,0.0,female,2588,2661,1675.0671
83258,51.522442,-0.258603,0,0.0,male,1014,933,3216.6846
150323,50.9506,-1.361489,0,0.0,male,388,96,1396.3175
62978,50.9506,-1.361489,0,0.0,female,810,442,1396.3175
162298,2.739529,101.720181,0,0.0,female,526,148,210.75189
197662,2.739529,101.720181,0,0.0,male,232,77,210.75189
248862,41.029704,28.974188,28,0.2328042328042328,female,1003,367,12439.163
111728,48.878705,2.324614,0,0.0,male,619,127,11588.534
1258,46.525973,6.621372,27,0.1025641025641025,male,1604,684,756.208
139055,13.756805,100.49072,0,0.0,male,394,86,3184.0852
259304,13.756805,100.49072,0,0.0,female,220,156,3184.0852
145729,13.77119,100.484133,0,0.0,female,87,97,3184.0852
178840,50.836024,4.40733,0,0.0,female,213,70,3194.3987
89362,52.587198,-2.123355,0,0.0,female,426,257,1571.7195
83432,-33.498747,-70.61456,11,0.2,male,980,874,3493.2048
33422,-33.498747,-70.61456,0,0.0,male,375,230,3493.2048
204292,29.200723,-81.054018,0,0.0,male,1436,1726,228.82713
223819,35.790729,-78.827422,0,0.0,male,385,305,656.3556
247436,50.717101,7.126458,0,0.0,male,88,44,881.4315
196562,33.486005,-82.200179,0,0.0,male,133,142,307.63876
172876,41.685531,-86.227385,0,0.0,female,63,77,331.48624
158944,39.285388,-76.600274,0,0.0,male,165,74,1695.3746
170861,39.41085,-76.769695,0,0.0,male,1468,670,515.5155
80185,58.411784,15.6217,0,0.0,male,27,40,342.26105
220,40.734311,-73.990991,0,0.0,female,16,4,11586.367
260087,-33.399547,-70.60164,0,0.0,male,109,121,3493.2048
212719,41.465997,-71.962488,0,0.0,male,255,183,166.06195
18814,38.923584,-77.222909,0,0.0,male,54,19,2521.1626
160313,52.931743,-1.126341,0,0.0,female,33,57,1286.9814
116221,38.91349,-94.648372,0,0.0,male,443,392,764.82135
127397,21.344753,-157.928788,37,0.3858858858858859,female,851,316,1179.1057
146032,38.911339,-94.640565,0,0.0,male,537,173,764.82135
92346,40.977695,28.871899,0,0.0,male,252,3022,9975.631
189003,34.412858,-118.559196,0,0.0,male,154,85,563.7726
80281,52.09463,5.119867,0,0.0,male,145,83,1519.8365
98244,44.449284,-73.145685,0,0.0,female,233,306,199.96745
147052,34.080394,-118.089209,0,0.0,female,224,175,2421.2273
142082,48.832627,2.389028,0,0.0,female,85,27,11588.534
221514,-33.409995,-70.567825,0,0.0,male,146,93,3493.2048
96732,25.637909,-100.31451,0,0.0,male,842,388,2084.239
187138,51.513573,-0.134092,0,0.0,female,283,241,6242.3315
37212,-33.423866,-70.61089,0,0.0,male,423,385,3493.2048
216640,35.89795,-77.559357,0,0.0,male,62,52,50.32032
106302,-34.507019,-58.525345,0,0.0,male,818,520,6046.228
182265,45.066004,-93.216548,0,0.0,male,678,3029,648.6721
104524,37.159137,-93.284461,0,0.0,male,188,65,433.6308
87346,43.205332,-77.687974,0,0.0,female,173,282,911.36414
136011,43.205332,-77.687974,0,0.0,male,167,142,911.36414
8933,38.998003,-84.641876,0,0.0,male,1997,1549,264.17435
231207,30.508664,-84.24679,2,0.0,male,741,342,79.86527
118762,35.646168,139.707896,6,0.1333333333333333,male,46,65,13266.6455
62461,43.615932,-116.203274,0,0.0,female,445,1154,255.66344
87868,40.083355,-82.946155,0,0.0,male,163,91,744.6462
419,50.469825,4.470577,0,0.0,male,10,9,708.26746
40057,37.833411,-122.257545,0,0.0,male,206,125,3406.0361
3559,19.513279,-99.23359,0,0.0,female,15,28,7207.9307
216405,37.651537,-122.101888,0,0.0,male,241,203,1492.8419
246861,30.426524,-84.231569,0,0.0,male,320,401,117.880714
237408,30.431517,-84.224346,0,0.0,female,155,116,117.880714
212788,14.561674,121.026415,0,0.0,male,400,277,13116.516
152585,33.225122,-87.542036,0,0.0,female,153,140,201.88464
70020,39.100068,-94.584396,0,0.0,male,142,82,940.08075
71654,35.667983,139.740212,0,0.0,male,156,75,13266.6455
113430,39.080929,-94.580527,0,0.0,male,111,33,940.08075
80831,39.122403,-108.529043,0,0.0,male,443,1324,202.82362
124299,39.143847,-84.521229,0,0.0,female,195,843,862.6774
94025,37.534841,126.998826,0,0.0,male,80,76,7952.2925
186037,14.532077,120.98166,0,0.0,female,235,64,20122.727
4713,52.119401,-106.653632,0,0.0,male,740,1278,575.86536
174888,28.543594,-81.378653,1,0.0,male,671,19675,1452.7242
82625,39.131858,-84.516921,0,0.0,male,483,176,862.6774
203948,35.662832,139.707926,0,0.0,female,209,118,13266.6455
8361,40.534742,-3.63714,0,0.0,male,347,195,1675.1835
223518,57.708842,11.973499,0,0.0,male,78,84,1518.9388
181503,57.708842,11.973499,0,0.0,female,84,287,1518.9388
259136,52.507185,6.091212,0,0.0,female,769,687,400.45093
244911,48.290218,11.581564,0,0.0,male,35,74,308.5154
199103,36.00714,-83.989521,0,0.0,male,254,208,223.55042
207458,10.341835,123.897189,0,0.0,male,1615,627,3853.0347
85586,42.007022,-74.268007,5,0.1,female,962,849,8.61179
223207,18.455682,-66.072953,0,0.0,male,127,53,1614.4441
84504,46.51045,6.620212,0,0.0,male,308,251,756.208
13676,35.731843,139.728064,0,0.0,male,98,117,13266.6455
244450,39.433011,-87.414179,0,0.0,male,5087,5543,148.8488
257,39.220289,-84.583353,0,0.0,male,87,92,862.6774
256124,32.535562,-84.966502,0,0.0,male,464,274,152.96202
140227,32.535562,-84.966502,0,0.0,male,977,473,152.96202
85580,36.159274,-86.784931,0,0.0,male,154,1097,503.17572
160501,52.528257,13.412698,0,0.0,male,24,18,2314.4297
9254,45.343983,-122.655205,3,0.3333333333333333,male,1789,362,975.11786
26983,41.034078,28.978972,0,0.0,male,1714,1272,12439.163
256067,41.034078,28.978972,0,0.0,male,193,160,12439.163
1502,40.022556,-83.013306,0,0.0,male,379,307,693.71857
212308,42.20031,-71.18821,0,0.0,male,658,789,693.3477
43499,47.93229,-97.096742,0,0.0,male,1992,499,125.352425
30076,52.203793,6.892912,0,0.0,male,630,213,485.69876
59800,47.351944,7.907689,0,0.0,male,176,182,391.40735
191615,53.220187,6.564393,0,0.0,male,843,3155,623.3777
30826,51.499829,-0.124675,0,0.0,male,601,441,5494.816
171978,39.806164,-83.888436,0,0.0,male,147,143,193.63893
61859,40.727446,-73.992369,0,0.0,male,53,80,11586.367
113464,28.472523,-81.471375,0,0.0,female,347,688,983.87585
63863,27.938266,-15.390387,0,0.0,male,92,48,788.87305
106167,27.938266,-15.390387,0,0.0,male,293,694,788.87305
2773,43.531111,-116.147732,0,0.0,male,729,731,255.66344
45983,-33.424206,-70.612435,0,0.0,male,395,401,3493.2048
1821,41.034888,28.977309,0,0.0,male,41,54,12439.163
132460,41.77592,-70.543041,0,0.0,male,481,154,222.55264
44680,49.225431,-122.988424,0,0.0,male,703,447,2136.8115
200934,29.649458,-82.324223,0,0.0,male,1562,1427,358.22214
257852,41.383922,2.169482,0,0.0,male,39,34,8070.6724
4251,30.395717,-97.907324,0,0.0,male,1774,2204,635.2614
199128,39.985879,-83.005355,0,0.0,female,200,144,534.94073
12951,50.90081,-114.117608,0,0.0,male,2,7,638.8758
6118,33.848944,-118.310008,0,0.0,male,196,423,3435.0662
106483,-23.546087,-46.650274,0,0.0,male,1467,1610,11146.972
29474,-34.556959,-58.414009,0,0.0,male,77,58,10916.662
34737,-34.556959,-58.414009,0,0.0,male,238,94,10916.662
183961,-34.556959,-58.414009,0,0.0,male,1501,1630,10916.662
58844,-34.556959,-58.414009,0,0.0,male,318,492,10916.662
99052,43.082743,-79.083045,0,0.0,male,430,508,498.2737
245070,38.233755,-85.632886,0,0.0,male,504,446,683.2523
127843,37.767702,-122.429301,0,0.0,male,397,151,3406.0361
7065,14.581813,121.060034,1,0.0,male,80,22,13116.516
210942,14.581813,121.060034,0,0.0,male,718,787,13116.516
255552,39.405427,-76.599725,0,0.0,male,468,1009,1695.3746
145386,32.25006,-110.854358,0,0.0,female,322,163,390.6046
21363,41.990548,-72.583378,0,0.0,male,109,110,623.7148
133373,37.68236,-97.251921,0,0.0,male,134,2009,647.5362
172655,28.567994,-81.205918,0,0.0,male,191,189,458.4376
122621,37.708062,-97.204599,0,0.0,male,1288,334,166.21468
186280,32.776729,-79.926744,0,0.0,male,787,848,384.3218
4192,41.590762,-93.61093,0,0.0,male,1679,1793,701.49963
231571,43.079591,-73.793056,0,0.0,female,931,208,127.48031
19975,42.176921,-88.400888,0,0.0,male,356,468,670.3655
1978,39.951588,-74.204954,0,0.0,male,313,358,684.8563
1814,44.015657,-88.537359,0,0.0,male,155,269,204.28369
99697,41.603121,-93.79097,0,0.0,female,593,549,220.44334
212617,-23.989252,-46.288791,0,0.0,male,59,37,1875.4283
145789,-37.012758,174.907716,0,0.0,male,338,161,331.6441
257086,42.644558,-73.739732,0,0.0,female,303,217,261.23593
10237,39.196916,-76.614462,0,0.0,male,387,146,809.5608
247320,36.173769,-80.274183,0,0.0,female,252,171,375.4122
181871,36.173769,-80.274183,0,0.0,male,197,115,375.4122
215271,20.719131,-156.446567,0,0.0,female,1318,285,51.35345
227222,39.971513,-83.001859,2,1.0,male,101,201,534.94073
170865,39.971513,-83.001859,0,0.0,male,975,556,534.94073
62556,40.055128,-75.125923,0,0.0,male,2572,2813,1959.6466
122922,25.659987,-100.362967,0,0.0,male,470,369,2084.239
5253,42.886822,-78.872053,0,0.0,male,229,362,1293.6233
150225,33.766363,-117.972044,0,0.0,female,195,203,2208.135
200196,14.53513,120.982046,0,0.0,female,192,90,20122.727
99042,43.844843,-79.383866,0,0.0,male,99,205,2423.8481
54231,35.581655,140.130948,0,0.0,male,350,350,3344.0635
19676,35.660312,139.729575,0,0.0,male,1158,557,13266.6455
29002,61.217731,-149.897118,0,0.0,male,5188,4927,1130.442
5618,35.742497,139.781186,0,0.0,male,577,741,12806.136
21286,59.651699,17.931061,0,0.0,female,739,317,244.97696
61733,59.651699,17.931061,0,0.0,female,75,141,244.97696
213702,59.651699,17.931061,0,0.0,male,19,21,244.97696
53819,59.651699,17.931061,0,0.0,male,330,404,244.97696
145477,59.651699,17.931061,0,0.0,male,308,134,244.97696
5881,51.174554,6.385417,0,0.0,male,798,457,739.1997
32749,52.060311,-1.328155,0,0.0,male,173,133,195.41295
31968,46.069039,14.489104,0,0.0,female,24,102,445.26636
20820,46.049273,14.505138,0,0.0,female,174,82,548.6131
253499,45.068764,7.684488,0,0.0,male,1996,1382,2435.0337
193041,5.467798,100.241666,0,0.0,female,506,443,575.1678
213880,54.129631,-2.771258,0,0.0,female,46,382,515.34174
50231,50.932413,5.362309,0,0.0,female,220,1270,447.11856
19028,52.269418,4.546752,2,1.0,male,141,48,1421.7528
140559,52.269418,4.546752,0,0.0,female,1653,433,1421.7528
32001,52.269418,4.546752,0,0.0,male,261,106,1421.7528
59400,39.898544,32.878061,0,0.0,male,459,580,2380.682
22060,-34.943263,138.607021,0,0.0,female,127,86,1220.2019
264829,-23.533691,-46.634529,0,0.0,male,80218,109978,11146.972
56518,55.59006,12.993264,0,0.0,male,586,602,1646.0442
75767,53.613384,9.929531,0,0.0,male,91,54,1511.0715
263918,34.269896,-119.277449,0,0.0,male,65,76,145.82536
97904,36.595026,-82.18474,0,0.0,male,381,274,125.860245
113437,37.767272,-84.320499,0,0.0,male,12,9,157.61145
39915,39.084038,-77.150931,0,0.0,female,576,92,1161.0101
168964,42.955359,-85.632226,0,0.0,male,286,353,714.5728
57051,41.940491,-87.6704,0,0.0,female,604,13236,5619.094
22473,53.792692,-0.353708,0,0.0,male,321,130,666.1671
261159,35.339487,-80.833862,0,0.0,female,505,249,653.8599
118696,39.740326,-104.949013,0,0.0,male,152,110,1846.2424
179311,43.529758,-96.730886,0,0.0,female,143,184,203.6916
136513,38.015439,-84.503407,0,0.0,male,453,410,296.0644
187246,38.015439,-84.503407,0,0.0,female,836,944,296.0644
175990,51.489635,7.233497,0,0.0,female,194,825,1690.2286
255527,42.824302,-86.094704,0,0.0,male,590,370,269.69034
81892,35.131242,-118.466982,0,0.0,male,64,33,33.237328
17653,28.356634,-81.558325,0,0.0,female,172,207,209.25961
164165,42.683835,-84.431916,0,0.0,male,430,80,173.55554
135387,17.046501,-96.636257,5,0.1,female,506,168,655.25507
259815,49.887142,-97.13135,0,0.0,female,228,307,1309.8042
237904,40.97439,-74.094007,0,0.0,male,81,60,2876.701
163167,38.899413,-76.970912,0,0.0,male,702,545,1516.4598
188709,42.986346,-70.762487,0,0.0,male,218,139,254.62503
15595,48.792363,9.230925,0,0.0,male,1556,460,1452.2634
120933,48.792363,9.230925,0,0.0,female,442,187,1452.2634
168475,38.679892,-122.887068,0,0.0,male,2649,2627,101.81971
76370,20.91253,-156.691812,0,0.0,male,153,298,112.04593
47928,47.664779,-122.312929,0,0.0,male,896,951,2843.4202
38481,36.123126,-97.069589,0,0.0,male,2801,7085,100.1154
20669,34.101157,-118.325537,0,0.0,male,913,620,3767.413
96063,30.494728,-84.246692,0,0.0,male,217,202,117.880714
21800,33.572562,-101.90727,0,0.0,male,569,713,426.50644
6085,39.46303,-106.059392,0,0.0,male,612,226,16.13875
50561,40.152209,-77.026482,0,0.0,male,252,401,179.6502
60262,29.969933,-95.695944,0,0.0,female,208,89,1420.2194
53710,40.565867,-79.804044,0,0.0,male,108,66,268.731
76379,32.82605,-97.199124,0,0.0,male,76,184,1022.58167
255302,49.72154,-118.926351,0,0.0,female,425,469,0.33993816
42131,26.519735,-82.191467,0,0.0,female,298,114,258.7931
61370,-23.646264,-46.64181,0,0.0,male,1114,1182,11146.972
134378,42.965052,-85.670233,0,0.0,male,109,61,714.5728
234497,43.089047,-79.107823,0,0.0,male,231,241,498.2737
110154,26.63397,-81.87964,0,0.0,male,94,45,775.6667
158195,33.954529,-84.132657,0,0.0,female,408,769,1255.2944
200436,40.554053,-74.432374,0,0.0,male,402,236,1544.3573
35850,35.611988,-97.558379,0,0.0,male,1103,1136,517.87616
201078,33.863649,-118.401615,0,0.0,female,102,24,3435.0662
67050,35.963245,-84.168792,0,0.0,female,391,177,381.00116
53453,-43.530847,172.597704,0,0.0,male,1276,340,493.73123
132506,47.549855,-121.995301,0,0.0,male,78,63,115.79992
108590,50.876944,4.705954,0,0.0,male,2733,2485,629.6303
115724,50.983051,-114.042565,0,0.0,female,258,383,638.8758
156810,33.756487,-117.493744,0,0.0,male,76,98,1016.82227
204878,28.462762,-81.309311,0,0.0,male,468,211,983.87585
74448,44.892611,-93.580021,0,0.0,male,537,225,383.75925
83129,41.174665,-85.164582,0,0.0,male,227,268,535.08966
62981,39.182473,-84.426627,0,0.0,male,183,242,742.2267
41169,40.522918,-74.336526,3,0.0,male,1064,149,1544.3573
78289,40.522918,-74.336526,0,0.0,female,653,478,1544.3573
144177,39.642743,-84.228058,0,0.0,male,128,57,526.2435
152416,37.306454,-79.964504,0,0.0,male,2001,1502,236.72473
3187,38.224682,-85.576177,0,0.0,male,1633,853,683.2523
29513,-30.039396,-51.174037,0,0.0,male,1686,2195,2798.8174
18676,34.944548,-80.97806,0,0.0,male,254,236,159.4421
111384,43.361546,-70.476322,0,0.0,female,108,115,233.01984
170802,43.176865,-77.557591,0,0.0,male,3648,9011,911.36414
101788,41.452377,-74.368,0,0.0,male,332,826,202.46262
217710,33.830347,-118.086117,0,0.0,male,192,101,3447.7422
256495,38.423796,-121.413106,0,0.0,male,177,135,678.89996
100950,34.138682,-118.823262,0,0.0,male,372,182,422.05396
57976,41.71204,-88.206997,0,0.0,male,280,436,1181.1257
17427,14.564727,121.036291,0,0.0,female,597,264,13116.516
102850,33.865182,-117.751657,0,0.0,male,290,215,2208.135
114098,33.451854,-112.070951,0,0.0,female,30,33,1086.3104
133770,39.107712,-84.497019,0,0.0,male,10,15,742.2267
145231,49.323644,-123.108273,0,0.0,male,2112,46413,1467.7225
86166,30.267111,-97.736682,0,0.0,male,200,240,945.9471
2409,50.64578,5.807676,0,0.0,male,961,252,347.7845
182513,-6.22475,106.809752,0,0.0,male,47,31,15073.471
131097,-6.22475,106.809752,0,0.0,female,93,61,15073.471
59397,38.89136,-90.188486,7,0.1428571428571428,male,96,183,258.3063
12021,35.691146,139.70152,72,0.1752738654147105,male,2618,2339,13266.6455
18363,35.33031,139.406734,50,0.1836734693877551,male,617,674,4566.447
10159,35.737874,139.654523,0,0.0,male,389,554,13266.6455
67717,55.85949,-4.258082,0,0.0,female,171,182,1605.1115
5942,51.127337,1.333294,0,0.0,male,299,256,616.94684
62093,13.73111,100.541575,0,0.0,male,8,13,7540.277
35078,32.899786,-83.687727,0,0.0,male,70,59,225.50623
115794,49.453662,11.077559,0,0.0,female,1745,477,1073.4867
151241,-33.46451,-70.610697,0,0.0,male,482,862,3493.2048
155888,51.753512,-1.262352,0,0.0,male,84,65,276.9839
2146,36.762456,-76.010435,0,0.0,male,171,71,1332.4918
9422,40.462932,-3.635895,0,0.0,male,87,106,4269.912
20276,51.489793,7.236485,10,0.3111111111111111,male,19,189,1690.2286
81563,38.948941,-92.327278,0,0.0,female,367,565,255.3604
67448,-33.404236,-70.582952,0,0.0,male,927,1024,3493.2048
25267,40.763733,-73.979493,0,0.0,male,931,730,8311.107
69130,40.763733,-73.979493,0,0.0,male,280,293,8311.107
245682,-23.565802,-46.653353,0,0.0,female,434,273,11146.972
51194,-23.561827,-46.692806,1,0.0,female,342,84,11146.972
231092,30.256405,-81.528648,0,0.0,male,2001,1562,815.3407
201922,38.779174,-77.5991,0,0.0,female,143,232,366.89035
266188,27.711532,-97.381568,0,0.0,male,173,104,399.64847
170475,53.453372,-2.733104,0,0.0,female,219,199,1161.9426
23257,35.05087,-89.84296,0,0.0,male,1817,2247,974.8133
245501,42.807558,-71.567976,0,0.0,female,2002,1818,167.05052
245616,40.590011,-74.499987,0,0.0,male,102,32,1544.3573
10367,43.041716,-76.136156,0,0.0,male,194,209,671.3574
163941,50.105167,14.487892,0,0.0,male,52,21,1648.5669
109359,-3.104049,-60.012109,4,0.0,male,850,926,1659.0405
260812,39.015781,-84.634257,0,0.0,male,79,157,862.6774
132667,44.248631,-121.175056,0,0.0,male,159,18137,25.937744
259818,42.090175,-87.858129,0,0.0,male,284,466,1239.4036
61986,40.24667,-77.021469,0,0.0,male,1105,1405,179.6502
108912,28.540973,-81.378946,0,0.0,female,119,114,1452.7242
149032,38.03714,-84.599404,0,0.0,male,467,348,296.0644
156265,41.745609,-87.939232,1,0.0,female,288,266,830.56085
118681,-33.462595,-70.659685,0,0.0,female,351,482,3493.2048
259123,40.749772,-84.147521,0,0.0,male,227,359,113.2129
